League,Season,Team,Team_Short,Matches,Points,Won,Lost,Draw,Goals,Opponent_Goals,GoalDiff
2. Bundesliga,2021/2022,FC Ingolstadt 04,Ingolstadt,34,21,4,21,9,30,65,-35
2. Bundesliga,2022/2023,1. FC Heidenheim 1846,Heidenheim,34,67,19,5,10,67,36,31
2. Bundesliga,2022/2023,SV Darmstadt 98,Darmstadt,34,67,20,7,7,50,33,17
2. Bundesliga,2022/2023,Hamburger SV,HSV,34,66,20,8,6,70,45,25
2. Bundesliga,2022/2023,Fortuna Düsseldorf,Düsseldorf,34,58,17,10,7,60,43,17
2. Bundesliga,2022/2023,FC St. Pauli,St. Pauli,34,58,16,8,10,55,39,16
2. Bundesliga,2022/2023,SC Paderborn 07,Paderborn,34,55,16,11,7,68,44,24
2. Bundesliga,2022/2023,Karlsruher SC,Karlsruhe,34,46,13,14,7,56,53,3
2. Bundesliga,2022/2023,Holstein Kiel,Kiel,34,46,12,12,10,58,61,-3
2. Bundesliga,2022/2023,1. FC Kaiserslautern,Kaiserslautern,34,45,11,11,12,47,48,-1
2. Bundesliga,2022/2023,Hannover 96,Hannover,34,44,12,14,8,50,55,-5
2. Bundesliga,2022/2023,1. FC Magdeburg,Magdeburg,34,43,12,15,7,48,55,-7
2. Bundesliga,2022/2023,SpVgg Greuther Fürth,Fürth,34,41,10,13,11,47,50,-3
2. Bundesliga,2022/2023,FC Hansa Rostock,Rostock,34,41,12,17,5,32,48,-16
2. Bundesliga,2022/2023,1. FC Nürnberg,Nürnberg,34,39,10,15,9,32,49,-17
2. Bundesliga,2022/2023,Eintracht Braunschweig,Braunschweig,34,36,9,16,9,42,59,-17
2. Bundesliga,2022/2023,Arminia Bielefeld,Bielefeld,34,34,9,18,7,50,62,-12
2. Bundesliga,2022/2023,Jahn Regensburg,Regensburg,34,31,8,19,7,34,58,-24
2. Bundesliga,2022/2023,SV Sandhausen,Sandhausen,34,28,7,20,7,35,63,-28
2. Bundesliga,2023/2024,FC St. Pauli,St. Pauli,34,69,20,5,9,62,36,26
2. Bundesliga,2023/2024,Holstein Kiel,Kiel,34,68,21,8,5,65,39,26
2. Bundesliga,2023/2024,Fortuna Düsseldorf,Düsseldorf,34,63,18,7,9,72,40,32
2. Bundesliga,2023/2024,Hamburger SV,HSV,34,58,17,10,7,64,44,20
2. Bundesliga,2023/2024,Karlsruher SC,Karlsruhe,34,55,15,9,10,68,48,20
2. Bundesliga,2023/2024,Hannover 96,Hannover,34,52,13,8,13,59,44,15
2. Bundesliga,2023/2024,SC Paderborn 07,Paderborn,34,52,15,12,7,54,54,0
2. Bundesliga,2023/2024,SpVgg Greuther Fürth,Fürth,34,50,14,12,8,50,49,1
2. Bundesliga,2023/2024,Hertha BSC,Hertha,34,48,13,12,9,69,59,10
2. Bundesliga,2023/2024,FC Schalke 04,Schalke,34,43,12,15,7,53,60,-7
2. Bundesliga,2023/2024,SV Elversberg 07,Elversberg,34,43,12,15,7,49,63,-14
2. Bundesliga,2023/2024,1. FC Nürnberg,Nürnberg,34,40,11,16,7,43,64,-21
2. Bundesliga,2023/2024,1. FC Kaiserslautern,Kaiserslautern,34,39,11,17,6,59,64,-5
2. Bundesliga,2023/2024,1. FC Magdeburg,Magdeburg,34,38,9,14,11,46,54,-8
2. Bundesliga,2023/2024,Eintracht Braunschweig,Braunschweig,34,38,11,18,5,37,53,-16
2. Bundesliga,2023/2024,SV Wehen Wiesbaden,Wiesbaden,34,32,8,18,8,36,50,-14
2. Bundesliga,2023/2024,FC Hansa Rostock,Rostock,34,31,9,21,4,30,57,-27
2. Bundesliga,2023/2024,VfL Osnabrück,Osnabrück,34,28,6,18,10,31,69,-38
2. Bundesliga,2024/2025,Hamburger SV,HSV,23,42,11,3,9,51,29,22
2. Bundesliga,2024/2025,1. FC Kaiserslautern,Kaiserslautern,24,42,12,6,6,42,34,8
2. Bundesliga,2024/2025,1. FC Köln,Köln,23,41,12,6,5,37,29,8
2. Bundesliga,2024/2025,1. FC Magdeburg,Magdeburg,23,38,10,5,8,48,36,12
2. Bundesliga,2024/2025,SC Paderborn 07,Paderborn,23,38,10,5,8,36,28,8
2. Bundesliga,2024/2025,Fortuna Düsseldorf,Düsseldorf,24,38,10,6,8,41,34,7
2. Bundesliga,2024/2025,Hannover 96,Hannover,24,38,10,6,8,30,23,7
2. Bundesliga,2024/2025,SV Elversberg 07,Elversberg,23,36,10,7,6,40,30,10
2. Bundesliga,2024/2025,1. FC Nürnberg,Nürnberg,24,35,10,9,5,42,39,3
2. Bundesliga,2024/2025,Karlsruher SC,Karlsruhe,23,33,9,8,6,43,43,0
2. Bundesliga,2024/2025,SpVgg Greuther Fürth,Fürth,24,32,9,10,5,36,44,-8
2. Bundesliga,2024/2025,FC Schalke 04,Schalke,24,30,8,10,6,40,43,-3
2. Bundesliga,2024/2025,SV Darmstadt 98,Darmstadt,23,28,7,9,7,40,37,3
2. Bundesliga,2024/2025,Hertha BSC,Hertha,23,26,7,11,5,32,36,-4
2. Bundesliga,2024/2025,Preußen Münster,Münster,24,23,5,11,8,26,33,-7
2. Bundesliga,2024/2025,Eintracht Braunschweig,Braunschweig,24,22,5,12,7,22,43,-21
2. Bundesliga,2024/2025,SSV Ulm 1846,,24,19,3,11,10,25,31,-6
2. Bundesliga,2024/2025,Jahn Regensburg,Regensburg,24,15,4,17,3,14,53,-39
