League,Season,Matchday,Match_Date,Match_Time,Home_Team,Home_Team_Short,Guest_Team,Guest_Team_Short,Home_Goals,Guest_Goals,Home_Points,Guest_Points,Location,Stadium,Viewers
3. Liga,2012/2013,18. Spieltag,2012-11-16,19:00:00,1. FC Heidenheim 1846,Heidenheim,1. FC Saarbrücken,Saarbrücken,3,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,18. Spieltag,2012-11-17,14:00:00,Wacker Burghausen,Burghausen,SV Babelsberg 03,Babelsberg,3,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,18. Spieltag,2012-11-17,14:00:00,VfL Osnabrück,Osnabrück,Arminia Bielefeld,Bielefeld,0,0,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,18. Spieltag,2012-11-17,14:00:00,VfB Stuttgart II,Stuttgart II,Alemannia Aachen,Aachen,2,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,18. Spieltag,2012-11-17,14:00:00,Hallescher FC,Halle,Borussia Dortmund II,Dortmund II,0,1,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,18. Spieltag,2012-11-17,14:00:00,SV Wehen Wiesbaden,Wiesbaden,Kickers Offenbach,,2,1,3,0,Wiesbaden,Brita-Arena,5496
3. Liga,2012/2013,18. Spieltag,2012-11-17,14:00:00,FC Hansa Rostock,Rostock,Karlsruher SC,Karlsruhe,0,3,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,18. Spieltag,2012-11-17,14:00:00,Chemnitzer FC,Chemnitz,Stuttgarter Kickers,,2,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,18. Spieltag,2012-11-17,14:00:00,Preußen Münster,Münster,SpVgg Unterhaching,Unterhaching,0,0,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,18. Spieltag,2012-11-18,14:00:00,SV Darmstadt 98,Darmstadt,Rot-Weiß Erfurt,Erfurt,0,1,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,19. Spieltag,2012-11-23,19:00:00,SpVgg Unterhaching,Unterhaching,Chemnitzer FC,Chemnitz,4,3,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,19. Spieltag,2012-11-24,14:00:00,SV Babelsberg 03,Babelsberg,Preußen Münster,Münster,1,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,19. Spieltag,2012-11-24,14:00:00,Stuttgarter Kickers,,SV Darmstadt 98,Darmstadt,1,1,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,19. Spieltag,2012-11-24,14:00:00,Rot-Weiß Erfurt,Erfurt,FC Hansa Rostock,Rostock,1,1,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,19. Spieltag,2012-11-24,14:00:00,Karlsruher SC,Karlsruhe,SV Wehen Wiesbaden,Wiesbaden,4,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,19. Spieltag,2012-11-24,14:00:00,Kickers Offenbach,,1. FC Heidenheim 1846,Heidenheim,0,1,0,3,Offenbach am Main,Sparda-Bank-Hessen-Stadion am Bieberer Berg,5737
3. Liga,2012/2013,19. Spieltag,2012-11-24,14:00:00,1. FC Saarbrücken,Saarbrücken,Hallescher FC,Halle,5,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,19. Spieltag,2012-11-24,14:00:00,Borussia Dortmund II,Dortmund II,VfB Stuttgart II,Stuttgart II,0,2,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,19. Spieltag,2012-11-24,14:00:00,Alemannia Aachen,Aachen,VfL Osnabrück,Osnabrück,0,1,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,19. Spieltag,2012-11-24,14:00:00,Arminia Bielefeld,Bielefeld,Wacker Burghausen,Burghausen,3,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,20. Spieltag,2012-11-30,19:00:00,SpVgg Unterhaching,Unterhaching,SV Darmstadt 98,Darmstadt,2,2,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,20. Spieltag,2012-12-01,14:00:00,Alemannia Aachen,Aachen,Arminia Bielefeld,Bielefeld,2,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,20. Spieltag,2012-12-01,14:00:00,Preußen Münster,Münster,Wacker Burghausen,Burghausen,2,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,20. Spieltag,2012-12-01,14:00:00,Borussia Dortmund II,Dortmund II,VfL Osnabrück,Osnabrück,1,1,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,20. Spieltag,2012-12-01,14:00:00,1. FC Saarbrücken,Saarbrücken,VfB Stuttgart II,Stuttgart II,0,0,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,20. Spieltag,2012-12-01,14:00:00,Kickers Offenbach,,Hallescher FC,Halle,0,1,0,3,Offenbach am Main,Sparda-Bank-Hessen-Stadion am Bieberer Berg,4810
3. Liga,2012/2013,20. Spieltag,2012-12-01,14:00:00,Karlsruher SC,Karlsruhe,1. FC Heidenheim 1846,Heidenheim,5,2,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,20. Spieltag,2012-12-01,14:00:00,Rot-Weiß Erfurt,Erfurt,SV Wehen Wiesbaden,Wiesbaden,2,2,1,1,Erfurt,Steigerwaldstadion ,4600
3. Liga,2012/2013,20. Spieltag,2012-12-01,14:00:00,SV Babelsberg 03,Babelsberg,Chemnitzer FC,Chemnitz,1,1,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,20. Spieltag,2012-12-01,14:00:00,Stuttgarter Kickers,,FC Hansa Rostock,Rostock,2,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,21. Spieltag,2012-12-08,14:00:00,FC Hansa Rostock,Rostock,SpVgg Unterhaching,Unterhaching,0,1,0,3,,,-1
3. Liga,2012/2013,21. Spieltag,2012-12-08,14:00:00,Hallescher FC,Halle,Karlsruher SC,Karlsruhe,0,2,0,3,,,-1
3. Liga,2012/2013,21. Spieltag,2012-12-08,14:00:00,VfL Osnabrück,Osnabrück,1. FC Saarbrücken,Saarbrücken,3,0,3,0,,,-1
3. Liga,2012/2013,21. Spieltag,2012-12-08,14:00:00,Arminia Bielefeld,Bielefeld,Borussia Dortmund II,Dortmund II,4,2,3,0,,,-1
3. Liga,2012/2013,21. Spieltag,2012-12-09,14:00:00,Chemnitzer FC,Chemnitz,Preußen Münster,Münster,2,2,1,1,,,-1
3. Liga,2012/2013,21. Spieltag,2013-01-30,18:30:00,1. FC Heidenheim 1846,Heidenheim,Rot-Weiß Erfurt,Erfurt,2,1,3,0,,,-1
3. Liga,2012/2013,21. Spieltag,2013-01-30,19:00:00,SV Wehen Wiesbaden,Wiesbaden,Stuttgarter Kickers,,0,2,0,3,,,-1
3. Liga,2012/2013,21. Spieltag,2013-02-05,18:30:00,VfB Stuttgart II,Stuttgart II,Kickers Offenbach,,1,0,3,0,Stuttgart,GAZi-Stadion auf der Waldau ,350
3. Liga,2012/2013,21. Spieltag,2013-02-13,19:00:00,SV Darmstadt 98,Darmstadt,SV Babelsberg 03,Babelsberg,0,0,1,1,,,-1
3. Liga,2012/2013,21. Spieltag,2013-03-23,14:00:00,Wacker Burghausen,Burghausen,Alemannia Aachen,Aachen,2,0,3,0,,,-1
3. Liga,2012/2013,22. Spieltag,2012-12-15,14:00:00,Chemnitzer FC,Chemnitz,Wacker Burghausen,Burghausen,2,1,3,0,Chemnitz,Stadion an der Gellertstrasse,3300
3. Liga,2012/2013,22. Spieltag,2012-12-15,14:00:00,Kickers Offenbach,,VfL Osnabrück,Osnabrück,1,5,0,3,Offenbach,Sparda-Bank-Hessen-Stadion am Bieberer Berg,4703
3. Liga,2012/2013,22. Spieltag,2012-12-15,14:00:00,Karlsruher SC,Karlsruhe,VfB Stuttgart II,Stuttgart II,3,1,3,0,Karlsruhe,Wildparkstadion,13100
3. Liga,2012/2013,22. Spieltag,2012-12-15,14:00:00,Rot-Weiß Erfurt,Erfurt,Hallescher FC,Halle,2,1,3,0,Erfurt,Steigerwaldstadion ,5000
3. Liga,2012/2013,22. Spieltag,2012-12-15,14:00:00,Stuttgarter Kickers,,1. FC Heidenheim 1846,Heidenheim,0,2,0,3,Stuttgart,GAZi-Stadion auf der Waldau ,3300
3. Liga,2012/2013,22. Spieltag,2012-12-15,14:00:00,Preußen Münster,Münster,SV Darmstadt 98,Darmstadt,3,0,3,0,Münster,Preußenstadion,6100
3. Liga,2012/2013,22. Spieltag,2013-01-30,19:00:00,Borussia Dortmund II,Dortmund II,Alemannia Aachen,Aachen,0,0,1,1,Dortmund,Stadion Rote Erde,-1
3. Liga,2012/2013,22. Spieltag,2013-02-12,18:30:00,SpVgg Unterhaching,Unterhaching,SV Wehen Wiesbaden,Wiesbaden,0,2,0,3,Unterhaching,Stadion am Sportpark,-1
3. Liga,2012/2013,22. Spieltag,2013-02-20,19:00:00,1. FC Saarbrücken,Saarbrücken,Arminia Bielefeld,Bielefeld,2,4,0,3,Saarbrücken,Ludwigsparkstadion,-1
3. Liga,2012/2013,22. Spieltag,2013-04-16,19:00:00,SV Babelsberg 03,Babelsberg,FC Hansa Rostock,Rostock,2,1,3,0,Potsdam,Karl-Liebknecht-Stadion ,-1
3. Liga,2012/2013,23. Spieltag,2013-01-25,19:00:00,Arminia Bielefeld,Bielefeld,Kickers Offenbach,,3,1,3,0,Bielefeld,,7560
3. Liga,2012/2013,23. Spieltag,2013-01-26,14:00:00,SV Wehen Wiesbaden,Wiesbaden,SV Babelsberg 03,Babelsberg,1,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,23. Spieltag,2013-01-26,14:00:00,1. FC Heidenheim 1846,Heidenheim,SpVgg Unterhaching,Unterhaching,2,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,23. Spieltag,2013-01-26,14:00:00,Hallescher FC,Halle,Stuttgarter Kickers,,1,1,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,23. Spieltag,2013-01-26,14:00:00,VfL Osnabrück,Osnabrück,Karlsruher SC,Karlsruhe,2,3,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,23. Spieltag,2013-01-26,14:00:00,Alemannia Aachen,Aachen,1. FC Saarbrücken,Saarbrücken,2,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,23. Spieltag,2013-01-26,14:00:00,Wacker Burghausen,Burghausen,Borussia Dortmund II,Dortmund II,2,2,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,23. Spieltag,2013-01-26,14:00:00,FC Hansa Rostock,Rostock,Preußen Münster,Münster,0,2,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,23. Spieltag,2013-04-03,18:30:00,VfB Stuttgart II,Stuttgart II,Rot-Weiß Erfurt,Erfurt,1,0,3,0,,,-1
3. Liga,2012/2013,23. Spieltag,2013-04-17,19:00:00,SV Darmstadt 98,Darmstadt,Chemnitzer FC,Chemnitz,1,1,1,1,,,-1
3. Liga,2012/2013,24. Spieltag,2013-02-02,14:00:00,SV Darmstadt 98,Darmstadt,Wacker Burghausen,Burghausen,0,0,1,1,,,-1
3. Liga,2012/2013,24. Spieltag,2013-02-02,14:00:00,Rot-Weiß Erfurt,Erfurt,VfL Osnabrück,Osnabrück,2,1,3,0,,,-1
3. Liga,2012/2013,24. Spieltag,2013-02-02,14:00:00,Stuttgarter Kickers,,VfB Stuttgart II,Stuttgart II,3,0,3,0,,,-1
3. Liga,2012/2013,24. Spieltag,2013-02-02,14:00:00,SV Babelsberg 03,Babelsberg,1. FC Heidenheim 1846,Heidenheim,2,4,0,3,,,-1
3. Liga,2012/2013,24. Spieltag,2013-02-02,14:00:00,Preußen Münster,Münster,SV Wehen Wiesbaden,Wiesbaden,0,0,1,1,,,-1
3. Liga,2012/2013,24. Spieltag,2013-02-02,14:00:00,Chemnitzer FC,Chemnitz,FC Hansa Rostock,Rostock,2,1,3,0,,,-1
3. Liga,2012/2013,24. Spieltag,2013-02-02,14:00:00,Kickers Offenbach,,Alemannia Aachen,Aachen,1,1,1,1,Offenbach am Main,Sparda-Bank-Hessen-Stadion am Bieberer Berg,5064
3. Liga,2012/2013,24. Spieltag,2013-02-02,14:00:00,Karlsruher SC,Karlsruhe,Arminia Bielefeld,Bielefeld,0,0,1,1,,,-1
3. Liga,2012/2013,24. Spieltag,2013-02-03,14:00:00,SpVgg Unterhaching,Unterhaching,Hallescher FC,Halle,1,3,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,24. Spieltag,2013-02-03,14:00:00,1. FC Saarbrücken,Saarbrücken,Borussia Dortmund II,Dortmund II,3,3,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,25. Spieltag,2013-02-08,18:30:00,SV Wehen Wiesbaden,Wiesbaden,Chemnitzer FC,Chemnitz,0,0,1,1,,,-1
3. Liga,2012/2013,25. Spieltag,2013-02-08,19:00:00,Alemannia Aachen,Aachen,Karlsruher SC,Karlsruhe,0,4,0,3,,,-1
3. Liga,2012/2013,25. Spieltag,2013-02-09,14:00:00,Hallescher FC,Halle,SV Babelsberg 03,Babelsberg,1,0,3,0,,,-1
3. Liga,2012/2013,25. Spieltag,2013-02-09,14:00:00,Arminia Bielefeld,Bielefeld,Rot-Weiß Erfurt,Erfurt,2,0,3,0,,,-1
3. Liga,2012/2013,25. Spieltag,2013-02-09,14:00:00,Wacker Burghausen,Burghausen,1. FC Saarbrücken,Saarbrücken,2,1,3,0,,,-1
3. Liga,2012/2013,25. Spieltag,2013-02-09,14:00:00,1. FC Heidenheim 1846,Heidenheim,Preußen Münster,Münster,3,1,3,0,,,-1
3. Liga,2012/2013,25. Spieltag,2013-02-10,14:00:00,VfL Osnabrück,Osnabrück,Stuttgarter Kickers,,3,1,3,0,,,-1
3. Liga,2012/2013,25. Spieltag,2013-03-12,18:30:00,VfB Stuttgart II,Stuttgart II,SpVgg Unterhaching,Unterhaching,0,0,1,1,,,-1
3. Liga,2012/2013,25. Spieltag,2013-03-23,14:00:00,FC Hansa Rostock,Rostock,SV Darmstadt 98,Darmstadt,0,0,1,1,,,-1
3. Liga,2012/2013,25. Spieltag,2013-04-17,18:00:00,Borussia Dortmund II,Dortmund II,Kickers Offenbach,,0,0,1,1,,,-1
3. Liga,2012/2013,26. Spieltag,2013-02-16,14:00:00,SpVgg Unterhaching,Unterhaching,VfL Osnabrück,Osnabrück,0,2,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,26. Spieltag,2013-02-16,14:00:00,Preußen Münster,Münster,Hallescher FC,Halle,2,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,26. Spieltag,2013-02-16,14:00:00,Chemnitzer FC,Chemnitz,1. FC Heidenheim 1846,Heidenheim,2,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,26. Spieltag,2013-02-16,14:00:00,Kickers Offenbach,,1. FC Saarbrücken,Saarbrücken,2,0,3,0,Offenbach am Main,Sparda-Bank-Hessen-Stadion am Bieberer Berg,4889
3. Liga,2012/2013,26. Spieltag,2013-02-16,14:00:00,Karlsruher SC,Karlsruhe,Borussia Dortmund II,Dortmund II,1,0,3,0,,,-1
3. Liga,2012/2013,26. Spieltag,2013-02-17,14:00:00,SV Darmstadt 98,Darmstadt,SV Wehen Wiesbaden,Wiesbaden,1,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,26. Spieltag,2013-03-06,19:00:00,FC Hansa Rostock,Rostock,Wacker Burghausen,Burghausen,1,0,3,0,,,-1
3. Liga,2012/2013,26. Spieltag,2013-03-23,15:00:00,Stuttgarter Kickers,,Arminia Bielefeld,Bielefeld,1,1,1,1,,,-1
3. Liga,2012/2013,26. Spieltag,2013-04-10,19:00:00,SV Babelsberg 03,Babelsberg,VfB Stuttgart II,Stuttgart II,0,0,1,1,,,-1
3. Liga,2012/2013,26. Spieltag,2013-04-16,19:00:00,Rot-Weiß Erfurt,Erfurt,Alemannia Aachen,Aachen,3,1,3,0,,,-1
3. Liga,2012/2013,27. Spieltag,2013-02-22,18:30:00,SV Wehen Wiesbaden,Wiesbaden,FC Hansa Rostock,Rostock,2,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,27. Spieltag,2013-02-23,14:00:00,VfL Osnabrück,Osnabrück,SV Babelsberg 03,Babelsberg,1,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,27. Spieltag,2013-02-23,14:00:00,Arminia Bielefeld,Bielefeld,SpVgg Unterhaching,Unterhaching,3,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,27. Spieltag,2013-02-23,14:00:00,Alemannia Aachen,Aachen,Stuttgarter Kickers,,3,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,27. Spieltag,2013-02-23,14:00:00,1. FC Saarbrücken,Saarbrücken,Karlsruher SC,Karlsruhe,0,0,1,1,,,-1
3. Liga,2012/2013,27. Spieltag,2013-02-23,14:00:00,1. FC Heidenheim 1846,Heidenheim,SV Darmstadt 98,Darmstadt,3,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,27. Spieltag,2013-02-23,14:00:00,Hallescher FC,Halle,Chemnitzer FC,Chemnitz,2,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,27. Spieltag,2013-03-26,19:00:00,Wacker Burghausen,Burghausen,Kickers Offenbach,,0,0,1,1,,,-1
3. Liga,2012/2013,27. Spieltag,2013-04-16,18:00:00,VfB Stuttgart II,Stuttgart II,Preußen Münster,Münster,0,1,0,3,,,-1
3. Liga,2012/2013,27. Spieltag,2013-05-07,18:00:00,Borussia Dortmund II,Dortmund II,Rot-Weiß Erfurt,Erfurt,4,3,3,0,,,-1
3. Liga,2012/2013,28. Spieltag,2013-03-02,14:00:00,SV Wehen Wiesbaden,Wiesbaden,Wacker Burghausen,Burghausen,1,1,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,28. Spieltag,2013-03-02,14:00:00,Preußen Münster,Münster,VfL Osnabrück,Osnabrück,3,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,28. Spieltag,2013-03-02,14:00:00,Chemnitzer FC,Chemnitz,VfB Stuttgart II,Stuttgart II,1,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,28. Spieltag,2013-03-02,14:00:00,FC Hansa Rostock,Rostock,1. FC Heidenheim 1846,Heidenheim,0,2,0,3,,,-1
3. Liga,2012/2013,28. Spieltag,2013-03-02,14:00:00,Karlsruher SC,Karlsruhe,Kickers Offenbach,,2,1,3,0,Karlsruhe,,-1
3. Liga,2012/2013,28. Spieltag,2013-03-02,14:00:00,Rot-Weiß Erfurt,Erfurt,1. FC Saarbrücken,Saarbrücken,1,2,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,28. Spieltag,2013-03-02,14:00:00,SpVgg Unterhaching,Unterhaching,Alemannia Aachen,Aachen,1,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,28. Spieltag,2013-03-02,14:00:00,SV Babelsberg 03,Babelsberg,Arminia Bielefeld,Bielefeld,1,2,0,3,,,-1
3. Liga,2012/2013,28. Spieltag,2013-03-03,14:00:00,SV Darmstadt 98,Darmstadt,Hallescher FC,Halle,1,2,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,28. Spieltag,2013-04-09,19:00:00,Stuttgarter Kickers,,Borussia Dortmund II,Dortmund II,0,1,0,3,,,-1
3. Liga,2012/2013,29. Spieltag,2013-03-08,19:00:00,VfL Osnabrück,Osnabrück,Chemnitzer FC,Chemnitz,2,2,1,1,,,-1
3. Liga,2012/2013,29. Spieltag,2013-03-09,14:00:00,Alemannia Aachen,Aachen,SV Babelsberg 03,Babelsberg,1,2,0,3,,,-1
3. Liga,2012/2013,29. Spieltag,2013-03-09,14:00:00,Borussia Dortmund II,Dortmund II,SpVgg Unterhaching,Unterhaching,2,1,3,0,,,-1
3. Liga,2012/2013,29. Spieltag,2013-03-09,14:00:00,1. FC Saarbrücken,Saarbrücken,Stuttgarter Kickers,,3,0,3,0,,,-1
3. Liga,2012/2013,29. Spieltag,2013-03-09,14:00:00,Kickers Offenbach,,Rot-Weiß Erfurt,Erfurt,0,1,0,3,,,-1
3. Liga,2012/2013,29. Spieltag,2013-03-09,14:00:00,Wacker Burghausen,Burghausen,Karlsruher SC,Karlsruhe,1,2,0,3,,,-1
3. Liga,2012/2013,29. Spieltag,2013-03-09,14:00:00,1. FC Heidenheim 1846,Heidenheim,SV Wehen Wiesbaden,Wiesbaden,2,2,1,1,,,-1
3. Liga,2012/2013,29. Spieltag,2013-03-09,14:00:00,VfB Stuttgart II,Stuttgart II,SV Darmstadt 98,Darmstadt,0,2,0,3,,,-1
3. Liga,2012/2013,29. Spieltag,2013-03-09,14:00:00,Arminia Bielefeld,Bielefeld,Preußen Münster,Münster,1,1,1,1,,,-1
3. Liga,2012/2013,29. Spieltag,2013-03-10,14:00:00,Hallescher FC,Halle,FC Hansa Rostock,Rostock,3,1,3,0,,,-1
3. Liga,2012/2013,30. Spieltag,2013-03-15,19:00:00,SpVgg Unterhaching,Unterhaching,1. FC Saarbrücken,Saarbrücken,0,0,1,1,,,-1
3. Liga,2012/2013,30. Spieltag,2013-03-16,14:00:00,1. FC Heidenheim 1846,Heidenheim,Wacker Burghausen,Burghausen,2,1,3,0,,,-1
3. Liga,2012/2013,30. Spieltag,2013-03-16,14:00:00,SV Darmstadt 98,Darmstadt,VfL Osnabrück,Osnabrück,1,0,3,0,,,-1
3. Liga,2012/2013,30. Spieltag,2013-03-16,14:00:00,FC Hansa Rostock,Rostock,VfB Stuttgart II,Stuttgart II,0,0,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,30. Spieltag,2013-03-16,14:00:00,Stuttgarter Kickers,,Kickers Offenbach,,0,2,0,3,,,-1
3. Liga,2012/2013,30. Spieltag,2013-03-16,14:00:00,Preußen Münster,Münster,Alemannia Aachen,Aachen,4,1,3,0,,,-1
3. Liga,2012/2013,30. Spieltag,2013-03-16,14:00:00,Chemnitzer FC,Chemnitz,Arminia Bielefeld,Bielefeld,0,1,0,3,,,-1
3. Liga,2012/2013,30. Spieltag,2013-04-03,19:00:00,SV Wehen Wiesbaden,Wiesbaden,Hallescher FC,Halle,2,0,3,0,,,-1
3. Liga,2012/2013,30. Spieltag,2013-04-10,19:00:00,Rot-Weiß Erfurt,Erfurt,Karlsruher SC,Karlsruhe,0,1,0,3,,,-1
3. Liga,2012/2013,30. Spieltag,2013-04-30,19:00:00,SV Babelsberg 03,Babelsberg,Borussia Dortmund II,Dortmund II,1,1,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,31. Spieltag,2013-03-30,14:00:00,1. FC Saarbrücken,Saarbrücken,SV Babelsberg 03,Babelsberg,2,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,31. Spieltag,2013-03-30,14:00:00,Kickers Offenbach,,SpVgg Unterhaching,Unterhaching,1,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,31. Spieltag,2013-03-30,14:00:00,Karlsruher SC,Karlsruhe,Stuttgarter Kickers,,3,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,31. Spieltag,2013-03-30,14:00:00,Wacker Burghausen,Burghausen,Rot-Weiß Erfurt,Erfurt,0,0,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,31. Spieltag,2013-03-30,14:00:00,VfL Osnabrück,Osnabrück,FC Hansa Rostock,Rostock,3,2,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,31. Spieltag,2013-03-30,14:00:00,Arminia Bielefeld,Bielefeld,SV Darmstadt 98,Darmstadt,0,0,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,31. Spieltag,2013-03-30,14:00:00,Borussia Dortmund II,Dortmund II,Preußen Münster,Münster,0,0,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,31. Spieltag,2013-03-30,14:00:00,Alemannia Aachen,Aachen,Chemnitzer FC,Chemnitz,1,5,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,31. Spieltag,2013-03-31,14:00:00,VfB Stuttgart II,Stuttgart II,SV Wehen Wiesbaden,Wiesbaden,1,1,1,1,,,-1
3. Liga,2012/2013,31. Spieltag,2013-04-16,19:00:00,Hallescher FC,Halle,1. FC Heidenheim 1846,Heidenheim,0,0,1,1,,,-1
3. Liga,2012/2013,32. Spieltag,2013-04-05,19:00:00,SV Darmstadt 98,Darmstadt,Alemannia Aachen,Aachen,0,0,1,1,,,-1
3. Liga,2012/2013,32. Spieltag,2013-04-06,14:00:00,Hallescher FC,Halle,Wacker Burghausen,Burghausen,0,0,1,1,,,-1
3. Liga,2012/2013,32. Spieltag,2013-04-06,14:00:00,SV Wehen Wiesbaden,Wiesbaden,VfL Osnabrück,Osnabrück,3,2,3,0,,,-1
3. Liga,2012/2013,32. Spieltag,2013-04-06,14:00:00,1. FC Heidenheim 1846,Heidenheim,VfB Stuttgart II,Stuttgart II,1,0,3,0,,,-1
3. Liga,2012/2013,32. Spieltag,2013-04-06,14:00:00,Stuttgarter Kickers,,Rot-Weiß Erfurt,Erfurt,0,1,0,3,,,-1
3. Liga,2012/2013,32. Spieltag,2013-04-06,14:00:00,SpVgg Unterhaching,Unterhaching,Karlsruher SC,Karlsruhe,2,1,3,0,,,-1
3. Liga,2012/2013,32. Spieltag,2013-04-06,14:00:00,SV Babelsberg 03,Babelsberg,Kickers Offenbach,,0,0,1,1,,,-1
3. Liga,2012/2013,32. Spieltag,2013-04-06,14:00:00,Preußen Münster,Münster,1. FC Saarbrücken,Saarbrücken,3,3,1,1,,,-1
3. Liga,2012/2013,32. Spieltag,2013-04-06,14:00:00,Chemnitzer FC,Chemnitz,Borussia Dortmund II,Dortmund II,1,0,3,0,,,-1
3. Liga,2012/2013,32. Spieltag,2013-04-06,14:00:00,FC Hansa Rostock,Rostock,Arminia Bielefeld,Bielefeld,0,2,0,3,,,-1
3. Liga,2012/2013,33. Spieltag,2013-04-12,19:00:00,Alemannia Aachen,Aachen,FC Hansa Rostock,Rostock,3,4,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,33. Spieltag,2013-04-13,14:00:00,Karlsruher SC,Karlsruhe,SV Babelsberg 03,Babelsberg,2,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,33. Spieltag,2013-04-13,14:00:00,Rot-Weiß Erfurt,Erfurt,SpVgg Unterhaching,Unterhaching,1,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,33. Spieltag,2013-04-13,14:00:00,Wacker Burghausen,Burghausen,Stuttgarter Kickers,,1,4,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,33. Spieltag,2013-04-13,14:00:00,VfB Stuttgart II,Stuttgart II,Hallescher FC,Halle,3,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,33. Spieltag,2013-04-13,14:00:00,VfL Osnabrück,Osnabrück,1. FC Heidenheim 1846,Heidenheim,2,2,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,33. Spieltag,2013-04-13,14:00:00,Arminia Bielefeld,Bielefeld,SV Wehen Wiesbaden,Wiesbaden,3,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,33. Spieltag,2013-04-13,14:00:00,Borussia Dortmund II,Dortmund II,SV Darmstadt 98,Darmstadt,1,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,33. Spieltag,2013-04-13,14:00:00,1. FC Saarbrücken,Saarbrücken,Chemnitzer FC,Chemnitz,2,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,33. Spieltag,2013-04-13,14:00:00,Kickers Offenbach,,Preußen Münster,Münster,0,1,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,34. Spieltag,2013-04-19,19:00:00,SV Wehen Wiesbaden,Wiesbaden,Alemannia Aachen,Aachen,3,2,3,0,,,-1
