League,Season,Matchday,Match_Date,Match_Time,Home_Team,Home_Team_Short,Guest_Team,Guest_Team_Short,Home_Goals,Guest_Goals,Home_Points,Guest_Points,Location,Stadium,Viewers
3. Liga,2012/2013,2. Spieltag,2012-07-28,14:00:00,Stuttgarter Kickers,,SV Wehen Wiesbaden,Wiesbaden,0,0,1,1,Stuttgart,Gazi-Stadion,-1
3. Liga,2012/2013,2. Spieltag,2012-07-28,14:00:00,Rot-Weiß Erfurt,Erfurt,1. FC Heidenheim 1846,Heidenheim,0,4,0,3,Erfurt,Steigerwald-Stadion ,3994
3. Liga,2012/2013,2. Spieltag,2012-07-28,14:00:00,Karlsruher SC,Karlsruhe,Hallescher FC,Halle,0,0,1,1,Karlsruhe,Wildparkstadion,13735
3. Liga,2012/2013,2. Spieltag,2012-07-28,14:00:00,Kickers Offenbach,,VfB Stuttgart II,Stuttgart II,1,3,0,3,Offenbach,Sparda-Bank-Hessen-Stadion,7393
3. Liga,2012/2013,2. Spieltag,2012-07-28,14:00:00,1. FC Saarbrücken,Saarbrücken,VfL Osnabrück,Osnabrück,0,1,0,3,Saarbrücken,Ludwigsparkstadion,5682
3. Liga,2012/2013,2. Spieltag,2012-07-28,14:00:00,Borussia Dortmund II,Dortmund II,Arminia Bielefeld,Bielefeld,1,1,1,1,Dortmund,Rote Erde ,3000
3. Liga,2012/2013,2. Spieltag,2012-07-28,14:00:00,Alemannia Aachen,Aachen,Wacker Burghausen,Burghausen,3,2,3,0,Aachen,Tivoli,15552
3. Liga,2012/2013,2. Spieltag,2012-07-28,14:00:00,Preußen Münster,Münster,Chemnitzer FC,Chemnitz,1,0,3,0,Münster,Preußenstadion,7121
3. Liga,2012/2013,3. Spieltag,2012-08-03,19:00:00,SV Wehen Wiesbaden,Wiesbaden,SpVgg Unterhaching,Unterhaching,0,2,0,3,Wiesbaden,Brita-Arena,2769
3. Liga,2012/2013,3. Spieltag,2012-08-03,19:00:00,SV Darmstadt 98,Darmstadt,Preußen Münster,Münster,2,1,3,0,Darmstadt,Stadion am Böllenfalltor,6000
3. Liga,2012/2013,3. Spieltag,2012-08-03,19:00:00,Alemannia Aachen,Aachen,Borussia Dortmund II,Dortmund II,1,1,1,1,Aachen,Tivoli,19342
3. Liga,2012/2013,3. Spieltag,2012-08-03,19:00:00,Arminia Bielefeld,Bielefeld,1. FC Saarbrücken,Saarbrücken,3,2,3,0,Bielefeld,Schüco-Arena,7423
3. Liga,2012/2013,3. Spieltag,2012-08-04,14:00:00,Wacker Burghausen,Burghausen,Chemnitzer FC,Chemnitz,2,1,3,0,,,2600
3. Liga,2012/2013,3. Spieltag,2012-08-04,14:00:00,VfB Stuttgart II,Stuttgart II,Karlsruher SC,Karlsruhe,2,0,3,0,,,19970
3. Liga,2012/2013,3. Spieltag,2012-08-04,14:00:00,Hallescher FC,Halle,Rot-Weiß Erfurt,Erfurt,3,0,3,0,,,11326
3. Liga,2012/2013,3. Spieltag,2012-08-04,14:00:00,1. FC Heidenheim 1846,Heidenheim,Stuttgarter Kickers,,2,1,3,0,,,9000
3. Liga,2012/2013,3. Spieltag,2012-08-04,14:00:00,FC Hansa Rostock,Rostock,SV Babelsberg 03,Babelsberg,4,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,3. Spieltag,2012-08-05,14:00:00,VfL Osnabrück,Osnabrück,Kickers Offenbach,,2,0,3,0,Osnabrück,Osnatel-Arena,11000
3. Liga,2012/2013,4. Spieltag,2012-08-07,19:00:00,SV Babelsberg 03,Babelsberg,SV Wehen Wiesbaden,Wiesbaden,2,2,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,4. Spieltag,2012-08-07,19:00:00,SpVgg Unterhaching,Unterhaching,1. FC Heidenheim 1846,Heidenheim,4,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,4. Spieltag,2012-08-07,19:00:00,Rot-Weiß Erfurt,Erfurt,VfB Stuttgart II,Stuttgart II,1,1,1,1,,,-1
3. Liga,2012/2013,4. Spieltag,2012-08-07,19:00:00,1. FC Saarbrücken,Saarbrücken,Alemannia Aachen,Aachen,1,2,0,3,,,-1
3. Liga,2012/2013,4. Spieltag,2012-08-07,19:00:00,Borussia Dortmund II,Dortmund II,Wacker Burghausen,Burghausen,2,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,4. Spieltag,2012-08-08,19:00:00,Stuttgarter Kickers,,Hallescher FC,Halle,0,0,1,1,,,-1
3. Liga,2012/2013,4. Spieltag,2012-08-08,19:00:00,Karlsruher SC,Karlsruhe,VfL Osnabrück,Osnabrück,1,1,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,4. Spieltag,2012-08-08,19:00:00,Kickers Offenbach,,Arminia Bielefeld,Bielefeld,1,3,0,3,Offenbach,Sparda-Bank-Hessen-Stadion am Bieberer Berg,6643
3. Liga,2012/2013,4. Spieltag,2012-08-08,19:00:00,Chemnitzer FC,Chemnitz,SV Darmstadt 98,Darmstadt,3,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,4. Spieltag,2012-08-08,19:00:00,Preußen Münster,Münster,FC Hansa Rostock,Rostock,5,2,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,5. Spieltag,2012-08-11,14:00:00,Wacker Burghausen,Burghausen,SV Darmstadt 98,Darmstadt,1,0,3,0,,,-1
3. Liga,2012/2013,5. Spieltag,2012-08-11,14:00:00,VfL Osnabrück,Osnabrück,Rot-Weiß Erfurt,Erfurt,1,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,5. Spieltag,2012-08-11,14:00:00,VfB Stuttgart II,Stuttgart II,Stuttgarter Kickers,,1,4,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,5. Spieltag,2012-08-11,14:00:00,Hallescher FC,Halle,SpVgg Unterhaching,Unterhaching,0,1,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,5. Spieltag,2012-08-11,14:00:00,1. FC Heidenheim 1846,Heidenheim,SV Babelsberg 03,Babelsberg,2,1,3,0,,,-1
3. Liga,2012/2013,5. Spieltag,2012-08-11,14:00:00,SV Wehen Wiesbaden,Wiesbaden,Preußen Münster,Münster,2,2,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,5. Spieltag,2012-08-11,14:00:00,Borussia Dortmund II,Dortmund II,1. FC Saarbrücken,Saarbrücken,1,2,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,5. Spieltag,2012-08-11,14:00:00,Alemannia Aachen,Aachen,Kickers Offenbach,,1,3,0,3,Aachen,Tivoli,15298
3. Liga,2012/2013,5. Spieltag,2012-08-11,14:00:00,Arminia Bielefeld,Bielefeld,Karlsruher SC,Karlsruhe,1,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,5. Spieltag,2012-08-12,14:00:00,FC Hansa Rostock,Rostock,Chemnitzer FC,Chemnitz,0,0,1,1,,,-1
3. Liga,2012/2013,6. Spieltag,2012-08-25,14:00:00,SpVgg Unterhaching,Unterhaching,VfB Stuttgart II,Stuttgart II,0,3,0,3,Unterhachingen,Stadion am Sportpark,1800
3. Liga,2012/2013,6. Spieltag,2012-08-25,14:00:00,Stuttgarter Kickers,,VfL Osnabrück,Osnabrück,3,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,6. Spieltag,2012-08-25,14:00:00,Rot-Weiß Erfurt,Erfurt,Arminia Bielefeld,Bielefeld,0,2,0,3,Erfurt,Steigerwaldstadion ,4412
3. Liga,2012/2013,6. Spieltag,2012-08-25,14:00:00,Karlsruher SC,Karlsruhe,Alemannia Aachen,Aachen,0,0,1,1,Karlsruher,Wildparkstadion,11436
3. Liga,2012/2013,6. Spieltag,2012-08-25,14:00:00,Kickers Offenbach,,Borussia Dortmund II,Dortmund II,3,0,3,0,Offenbach,Sparda-Bank-Hessen-Stadion,7091
3. Liga,2012/2013,6. Spieltag,2012-08-25,14:00:00,1. FC Saarbrücken,Saarbrücken,Wacker Burghausen,Burghausen,3,0,3,0,Saarbrücken,Ludwigsparkstadion,3405
3. Liga,2012/2013,6. Spieltag,2012-08-25,14:00:00,Chemnitzer FC,Chemnitz,SV Wehen Wiesbaden,Wiesbaden,3,2,3,0,Chemnitz,Stadion an der Gallerstraße,4300
3. Liga,2012/2013,6. Spieltag,2012-08-25,14:00:00,Preußen Münster,Münster,1. FC Heidenheim 1846,Heidenheim,1,1,1,1,Münster,Preußenstadion,6282
3. Liga,2012/2013,6. Spieltag,2012-08-26,14:00:00,SV Babelsberg 03,Babelsberg,Hallescher FC,Halle,0,1,0,3,Potsdam-Babelsberg,Karl-Liebknecht-Stadion,4379
3. Liga,2012/2013,6. Spieltag,2012-08-26,14:00:00,SV Darmstadt 98,Darmstadt,FC Hansa Rostock,Rostock,1,1,1,1,Darmstadt,Stadion am Böllenfalltor,8600
3. Liga,2012/2013,7. Spieltag,2012-08-28,19:00:00,VfL Osnabrück,Osnabrück,SpVgg Unterhaching,Unterhaching,3,0,3,0,,,-1
3. Liga,2012/2013,7. Spieltag,2012-08-28,19:00:00,1. FC Heidenheim 1846,Heidenheim,Chemnitzer FC,Chemnitz,3,2,3,0,,,-1
3. Liga,2012/2013,7. Spieltag,2012-08-28,19:00:00,1. FC Saarbrücken,Saarbrücken,Kickers Offenbach,,2,2,1,1,Saarbrücken,Ludwigsparkstadion,4881
3. Liga,2012/2013,7. Spieltag,2012-08-28,19:00:00,Borussia Dortmund II,Dortmund II,Karlsruher SC,Karlsruhe,0,3,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,7. Spieltag,2012-08-28,19:00:00,Alemannia Aachen,Aachen,Rot-Weiß Erfurt,Erfurt,1,1,1,1,,,-1
3. Liga,2012/2013,7. Spieltag,2012-08-29,19:00:00,Wacker Burghausen,Burghausen,FC Hansa Rostock,Rostock,2,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,7. Spieltag,2012-08-29,19:00:00,Hallescher FC,Halle,Preußen Münster,Münster,0,2,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,7. Spieltag,2012-08-29,19:00:00,SV Wehen Wiesbaden,Wiesbaden,SV Darmstadt 98,Darmstadt,1,1,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,7. Spieltag,2012-08-29,19:00:00,Arminia Bielefeld,Bielefeld,Stuttgarter Kickers,,1,0,3,0,,,-1
3. Liga,2012/2013,7. Spieltag,2012-08-29,19:00:00,VfB Stuttgart II,Stuttgart II,SV Babelsberg 03,Babelsberg,2,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,8. Spieltag,2012-09-01,14:00:00,SV Babelsberg 03,Babelsberg,VfL Osnabrück,Osnabrück,1,0,3,0,Stadt,Stadion,-1
3. Liga,2012/2013,8. Spieltag,2012-09-01,14:00:00,SpVgg Unterhaching,Unterhaching,Arminia Bielefeld,Bielefeld,3,2,3,0,,,-1
3. Liga,2012/2013,8. Spieltag,2012-09-01,14:00:00,Stuttgarter Kickers,,Alemannia Aachen,Aachen,3,1,3,0,,,-1
3. Liga,2012/2013,8. Spieltag,2012-09-01,14:00:00,Rot-Weiß Erfurt,Erfurt,Borussia Dortmund II,Dortmund II,5,0,3,0,,,-1
3. Liga,2012/2013,8. Spieltag,2012-09-01,14:00:00,Kickers Offenbach,,Wacker Burghausen,Burghausen,1,0,3,0,Offenbach am Main,Sparda-Bank-Hessen-Stadion am Bieberer Berg,5861
3. Liga,2012/2013,8. Spieltag,2012-09-01,14:00:00,FC Hansa Rostock,Rostock,SV Wehen Wiesbaden,Wiesbaden,1,1,1,1,,,-1
3. Liga,2012/2013,8. Spieltag,2012-09-01,14:00:00,Chemnitzer FC,Chemnitz,Hallescher FC,Halle,1,1,1,1,,,-1
3. Liga,2012/2013,8. Spieltag,2012-09-01,14:00:00,Preußen Münster,Münster,VfB Stuttgart II,Stuttgart II,0,0,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,8. Spieltag,2012-09-02,14:00:00,Karlsruher SC,Karlsruhe,1. FC Saarbrücken,Saarbrücken,3,0,3,0,,,-1
3. Liga,2012/2013,8. Spieltag,2012-09-02,14:00:00,SV Darmstadt 98,Darmstadt,1. FC Heidenheim 1846,Heidenheim,0,2,0,3,,,-1
3. Liga,2012/2013,9. Spieltag,2012-09-14,19:00:00,VfB Stuttgart II,Stuttgart II,Chemnitzer FC,Chemnitz,0,1,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,9. Spieltag,2012-09-15,14:00:00,Wacker Burghausen,Burghausen,SV Wehen Wiesbaden,Wiesbaden,0,0,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,9. Spieltag,2012-09-15,14:00:00,VfL Osnabrück,Osnabrück,Preußen Münster,Münster,0,2,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,9. Spieltag,2012-09-15,14:00:00,Hallescher FC,Halle,SV Darmstadt 98,Darmstadt,2,2,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,9. Spieltag,2012-09-15,14:00:00,Kickers Offenbach,,Karlsruher SC,Karlsruhe,1,1,1,1,Offenbach am Main,Sparda-Bank-Hessen-Stadion am Bieberer Berg,10137
3. Liga,2012/2013,9. Spieltag,2012-09-15,14:00:00,1. FC Saarbrücken,Saarbrücken,Rot-Weiß Erfurt,Erfurt,0,2,0,3,,,-1
3. Liga,2012/2013,9. Spieltag,2012-09-15,14:00:00,Alemannia Aachen,Aachen,SpVgg Unterhaching,Unterhaching,1,3,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,9. Spieltag,2012-09-15,14:00:00,Arminia Bielefeld,Bielefeld,SV Babelsberg 03,Babelsberg,3,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,9. Spieltag,2012-09-16,14:00:00,1. FC Heidenheim 1846,Heidenheim,FC Hansa Rostock,Rostock,1,2,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,9. Spieltag,2012-09-16,14:00:00,Borussia Dortmund II,Dortmund II,Stuttgarter Kickers,,1,1,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,10. Spieltag,2012-09-21,19:00:00,SV Wehen Wiesbaden,Wiesbaden,1. FC Heidenheim 1846,Heidenheim,1,1,1,1,,,-1
3. Liga,2012/2013,10. Spieltag,2012-09-22,14:00:00,SV Babelsberg 03,Babelsberg,Alemannia Aachen,Aachen,1,0,3,0,,,-1
3. Liga,2012/2013,10. Spieltag,2012-09-22,14:00:00,SpVgg Unterhaching,Unterhaching,Borussia Dortmund II,Dortmund II,4,3,3,0,,,-1
3. Liga,2012/2013,10. Spieltag,2012-09-22,14:00:00,Stuttgarter Kickers,,1. FC Saarbrücken,Saarbrücken,1,2,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,10. Spieltag,2012-09-22,14:00:00,Rot-Weiß Erfurt,Erfurt,Kickers Offenbach,,1,1,1,1,Erfurt,Steigerwaldstadion ,5640
3. Liga,2012/2013,10. Spieltag,2012-09-22,14:00:00,Karlsruher SC,Karlsruhe,Wacker Burghausen,Burghausen,1,2,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,10. Spieltag,2012-09-22,14:00:00,SV Darmstadt 98,Darmstadt,VfB Stuttgart II,Stuttgart II,3,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,10. Spieltag,2012-09-22,14:00:00,Chemnitzer FC,Chemnitz,VfL Osnabrück,Osnabrück,0,2,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,10. Spieltag,2012-09-22,14:00:00,Preußen Münster,Münster,Arminia Bielefeld,Bielefeld,4,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,10. Spieltag,2012-09-22,14:30:00,FC Hansa Rostock,Rostock,Hallescher FC,Halle,2,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,11. Spieltag,2012-09-25,19:00:00,VfB Stuttgart II,Stuttgart II,FC Hansa Rostock,Rostock,0,2,0,3,Stuttgart,GAZi-Stadion auf der Waldau ,1065
3. Liga,2012/2013,11. Spieltag,2012-09-25,19:00:00,Hallescher FC,Halle,SV Wehen Wiesbaden,Wiesbaden,1,1,1,1,Halle,Erdgas-Sportpark,6422
3. Liga,2012/2013,11. Spieltag,2012-09-25,19:00:00,Borussia Dortmund II,Dortmund II,SV Babelsberg 03,Babelsberg,0,0,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,11. Spieltag,2012-09-25,19:00:00,Alemannia Aachen,Aachen,Preußen Münster,Münster,1,2,0,3,Aachen,Tivoli,-1
3. Liga,2012/2013,11. Spieltag,2012-09-25,19:00:00,Arminia Bielefeld,Bielefeld,Chemnitzer FC,Chemnitz,0,0,1,1,Unknown,Unknown,-1
3. Liga,2012/2013,11. Spieltag,2012-09-26,19:00:00,Wacker Burghausen,Burghausen,1. FC Heidenheim 1846,Heidenheim,4,1,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,11. Spieltag,2012-09-26,19:00:00,VfL Osnabrück,Osnabrück,SV Darmstadt 98,Darmstadt,1,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,11. Spieltag,2012-09-26,19:00:00,Karlsruher SC,Karlsruhe,Rot-Weiß Erfurt,Erfurt,3,0,3,0,Unknown,Unknown,-1
3. Liga,2012/2013,11. Spieltag,2012-09-26,19:00:00,Kickers Offenbach,,Stuttgarter Kickers,,3,0,3,0,Offenbach am Main,Sparda-Bank-Hessen-Stadion am Bieberer Berg,5845
3. Liga,2012/2013,11. Spieltag,2012-09-26,19:00:00,1. FC Saarbrücken,Saarbrücken,SpVgg Unterhaching,Unterhaching,2,4,0,3,Unknown,Unknown,-1
3. Liga,2012/2013,12. Spieltag,2012-09-29,13:30:00,FC Hansa Rostock,Rostock,VfL Osnabrück,Osnabrück,0,3,0,3,,,-1
3. Liga,2012/2013,12. Spieltag,2012-09-29,14:00:00,SV Babelsberg 03,Babelsberg,1. FC Saarbrücken,Saarbrücken,0,1,0,3,,,-1
3. Liga,2012/2013,12. Spieltag,2012-09-29,14:00:00,Rot-Weiß Erfurt,Erfurt,Wacker Burghausen,Burghausen,0,3,0,3,,,-1
3. Liga,2012/2013,12. Spieltag,2012-09-29,14:00:00,1. FC Heidenheim 1846,Heidenheim,Hallescher FC,Halle,3,1,3,0,,,-1
3. Liga,2012/2013,12. Spieltag,2012-09-29,14:00:00,SV Wehen Wiesbaden,Wiesbaden,VfB Stuttgart II,Stuttgart II,0,0,1,1,,,-1
3. Liga,2012/2013,12. Spieltag,2012-09-29,14:00:00,SV Darmstadt 98,Darmstadt,Arminia Bielefeld,Bielefeld,1,3,0,3,,,-1
3. Liga,2012/2013,12. Spieltag,2012-09-29,14:00:00,Chemnitzer FC,Chemnitz,Alemannia Aachen,Aachen,1,2,0,3,,,-1
3. Liga,2012/2013,12. Spieltag,2012-09-29,14:00:00,Preußen Münster,Münster,Borussia Dortmund II,Dortmund II,1,0,3,0,,,-1
3. Liga,2012/2013,12. Spieltag,2012-09-30,14:00:00,SpVgg Unterhaching,Unterhaching,Kickers Offenbach,,0,3,0,3,Unterhaching,Stadion am Sortpark,2450
3. Liga,2012/2013,12. Spieltag,2012-10-24,18:00:00,Stuttgarter Kickers,,Karlsruher SC,Karlsruhe,0,2,0,3,,,-1
3. Liga,2012/2013,13. Spieltag,2012-10-05,19:00:00,VfL Osnabrück,Osnabrück,SV Wehen Wiesbaden,Wiesbaden,2,2,1,1,,,-1
3. Liga,2012/2013,13. Spieltag,2012-10-06,14:00:00,Wacker Burghausen,Burghausen,Hallescher FC,Halle,2,0,3,0,,,-1
3. Liga,2012/2013,13. Spieltag,2012-10-06,14:00:00,VfB Stuttgart II,Stuttgart II,1. FC Heidenheim 1846,Heidenheim,0,2,0,3,,,-1
3. Liga,2012/2013,13. Spieltag,2012-10-06,14:00:00,Rot-Weiß Erfurt,Erfurt,Stuttgarter Kickers,,0,3,0,3,,,-1
3. Liga,2012/2013,13. Spieltag,2012-10-06,14:00:00,Karlsruher SC,Karlsruhe,SpVgg Unterhaching,Unterhaching,0,0,1,1,,,-1
3. Liga,2012/2013,13. Spieltag,2012-10-06,14:00:00,Kickers Offenbach,,SV Babelsberg 03,Babelsberg,5,2,3,0,Offenbach am Main,Sparda-Bank-Hessen-Stadion am Bieberer Berg,6252
3. Liga,2012/2013,13. Spieltag,2012-10-06,14:00:00,1. FC Saarbrücken,Saarbrücken,Preußen Münster,Münster,0,0,1,1,,,-1
3. Liga,2012/2013,13. Spieltag,2012-10-06,14:00:00,Alemannia Aachen,Aachen,SV Darmstadt 98,Darmstadt,1,1,1,1,,,-1
3. Liga,2012/2013,13. Spieltag,2012-10-06,14:00:00,Arminia Bielefeld,Bielefeld,FC Hansa Rostock,Rostock,0,1,0,3,,,-1
3. Liga,2012/2013,13. Spieltag,2012-10-07,14:00:00,Borussia Dortmund II,Dortmund II,Chemnitzer FC,Chemnitz,1,2,0,3,,,-1
3. Liga,2012/2013,14. Spieltag,2012-10-20,14:00:00,SV Babelsberg 03,Babelsberg,Karlsruher SC,Karlsruhe,0,0,1,1,,,-1
3. Liga,2012/2013,14. Spieltag,2012-10-20,14:00:00,SpVgg Unterhaching,Unterhaching,Rot-Weiß Erfurt,Erfurt,2,2,1,1,,,-1
3. Liga,2012/2013,14. Spieltag,2012-10-20,14:00:00,Stuttgarter Kickers,,Wacker Burghausen,Burghausen,1,2,0,3,,,-1
3. Liga,2012/2013,14. Spieltag,2012-10-20,14:00:00,Hallescher FC,Halle,VfB Stuttgart II,Stuttgart II,1,4,0,3,,,-1
3. Liga,2012/2013,14. Spieltag,2012-10-20,14:00:00,1. FC Heidenheim 1846,Heidenheim,VfL Osnabrück,Osnabrück,1,3,0,3,,,-1
3. Liga,2012/2013,14. Spieltag,2012-10-20,14:00:00,SV Wehen Wiesbaden,Wiesbaden,Arminia Bielefeld,Bielefeld,0,1,0,3,,,-1
3. Liga,2012/2013,14. Spieltag,2012-10-20,14:00:00,FC Hansa Rostock,Rostock,Alemannia Aachen,Aachen,1,0,3,0,,,-1
3. Liga,2012/2013,14. Spieltag,2012-10-20,14:00:00,SV Darmstadt 98,Darmstadt,Borussia Dortmund II,Dortmund II,1,2,0,3,,,-1
3. Liga,2012/2013,14. Spieltag,2012-10-20,14:00:00,Preußen Münster,Münster,Kickers Offenbach,,2,2,1,1,Münster,Preußenstadion,8166
3. Liga,2012/2013,14. Spieltag,2012-10-21,14:00:00,Chemnitzer FC,Chemnitz,1. FC Saarbrücken,Saarbrücken,4,1,3,0,,,-1
3. Liga,2012/2013,15. Spieltag,2012-10-27,14:00:00,Wacker Burghausen,Burghausen,VfB Stuttgart II,Stuttgart II,1,3,0,3,Burghausen,Wacker-Arena ,3000
3. Liga,2012/2013,15. Spieltag,2012-10-27,14:00:00,VfL Osnabrück,Osnabrück,Hallescher FC,Halle,2,0,3,0,Osnabrück,Osnatel-Arena,10000
3. Liga,2012/2013,15. Spieltag,2012-10-27,14:00:00,Stuttgarter Kickers,,SpVgg Unterhaching,Unterhaching,0,0,1,1,,,-1
3. Liga,2012/2013,15. Spieltag,2012-10-27,14:00:00,Rot-Weiß Erfurt,Erfurt,SV Babelsberg 03,Babelsberg,1,1,1,1,,,-1
3. Liga,2012/2013,15. Spieltag,2012-10-27,14:00:00,Karlsruher SC,Karlsruhe,Preußen Münster,Münster,2,1,3,0,Karlsruhe,Wildparkstadion,10000
3. Liga,2012/2013,15. Spieltag,2012-10-27,14:00:00,Kickers Offenbach,,Chemnitzer FC,Chemnitz,0,0,1,1,Offenbach am Main,Sparda-Bank-Hessen-Stadion am Bieberer Berg,5895
3. Liga,2012/2013,15. Spieltag,2012-10-27,14:00:00,1. FC Saarbrücken,Saarbrücken,SV Darmstadt 98,Darmstadt,3,1,3,0,Saarbrücken,Ludwigsparkstadion,4500
3. Liga,2012/2013,15. Spieltag,2012-10-27,14:00:00,Borussia Dortmund II,Dortmund II,FC Hansa Rostock,Rostock,0,0,1,1,Dortmund,Signal Iduna Park,3000
3. Liga,2012/2013,15. Spieltag,2012-10-27,14:00:00,Alemannia Aachen,Aachen,SV Wehen Wiesbaden,Wiesbaden,1,1,1,1,Aachen,Tivoli,12000
3. Liga,2012/2013,15. Spieltag,2012-10-27,14:00:00,Arminia Bielefeld,Bielefeld,1. FC Heidenheim 1846,Heidenheim,1,0,3,0,Bielefeld,Schüco-Arena,10000
3. Liga,2012/2013,16. Spieltag,2012-11-02,19:00:00,SpVgg Unterhaching,Unterhaching,Wacker Burghausen,Burghausen,3,0,3,0,Unterhaching,Stadion am Sportpark,3300
3. Liga,2012/2013,16. Spieltag,2012-11-02,19:00:00,1. FC Heidenheim 1846,Heidenheim,Alemannia Aachen,Aachen,1,1,1,1,Heidenheim,Voith-Arena,8200
3. Liga,2012/2013,16. Spieltag,2012-11-03,14:00:00,SV Babelsberg 03,Babelsberg,Stuttgarter Kickers,,1,0,3,0,Potsdam-Babelsberg,Karl-Liebknecht-Stadion,2828
3. Liga,2012/2013,16. Spieltag,2012-11-03,14:00:00,VfB Stuttgart II,Stuttgart II,VfL Osnabrück,Osnabrück,1,2,0,3,,,-1
3. Liga,2012/2013,16. Spieltag,2012-11-03,14:00:00,Hallescher FC,Halle,Arminia Bielefeld,Bielefeld,2,2,1,1,,,-1
3. Liga,2012/2013,16. Spieltag,2012-11-03,14:00:00,SV Wehen Wiesbaden,Wiesbaden,Borussia Dortmund II,Dortmund II,3,1,3,0,,,-1
3. Liga,2012/2013,16. Spieltag,2012-11-03,14:00:00,FC Hansa Rostock,Rostock,1. FC Saarbrücken,Saarbrücken,2,0,3,0,,,-1
3. Liga,2012/2013,16. Spieltag,2012-11-03,14:00:00,SV Darmstadt 98,Darmstadt,Kickers Offenbach,,1,0,3,0,Darmstadt,Stadion am Böllenfalltor,9600
3. Liga,2012/2013,16. Spieltag,2012-11-03,14:00:00,Chemnitzer FC,Chemnitz,Karlsruher SC,Karlsruhe,1,2,0,3,,,-1
3. Liga,2012/2013,16. Spieltag,2012-11-03,14:00:00,Preußen Münster,Münster,Rot-Weiß Erfurt,Erfurt,3,2,3,0,,,-1
3. Liga,2012/2013,17. Spieltag,2012-11-09,19:00:00,SpVgg Unterhaching,Unterhaching,SV Babelsberg 03,Babelsberg,0,1,0,3,,,-1
3. Liga,2012/2013,17. Spieltag,2012-11-09,19:00:00,Kickers Offenbach,,FC Hansa Rostock,Rostock,2,1,3,0,Offenbach am Main,Sparda-Bank-Hessen-Stadion am Bieberer Berg,8079
3. Liga,2012/2013,17. Spieltag,2012-11-10,14:00:00,Wacker Burghausen,Burghausen,VfL Osnabrück,Osnabrück,1,1,1,1,,,-1
3. Liga,2012/2013,17. Spieltag,2012-11-10,14:00:00,Stuttgarter Kickers,,Preußen Münster,Münster,0,2,0,3,,,-1
3. Liga,2012/2013,17. Spieltag,2012-11-10,14:00:00,Rot-Weiß Erfurt,Erfurt,Chemnitzer FC,Chemnitz,3,2,3,0,,,-1
3. Liga,2012/2013,17. Spieltag,2012-11-10,14:00:00,Karlsruher SC,Karlsruhe,SV Darmstadt 98,Darmstadt,2,0,3,0,,,-1
3. Liga,2012/2013,17. Spieltag,2012-11-10,14:00:00,1. FC Saarbrücken,Saarbrücken,SV Wehen Wiesbaden,Wiesbaden,3,3,1,1,,,-1
3. Liga,2012/2013,17. Spieltag,2012-11-10,14:00:00,Borussia Dortmund II,Dortmund II,1. FC Heidenheim 1846,Heidenheim,2,1,3,0,,,-1
3. Liga,2012/2013,17. Spieltag,2012-11-10,14:00:00,Alemannia Aachen,Aachen,Hallescher FC,Halle,0,3,0,3,,,-1
3. Liga,2012/2013,17. Spieltag,2012-11-10,14:00:00,Arminia Bielefeld,Bielefeld,VfB Stuttgart II,Stuttgart II,1,1,1,1,,,-1
